title,content,href
고양이도 자폐가 있나요?,말 그대로 고양이도 자폐가 있나요? 아니 고양이 3마리 키우는 데 한 마리가 조금 특이해요. 뭔가 하는 행동도 고양이 같지 않고 좀 일반적인 고양이는 아닌 거 같아요. 그렇다고 자기 앞가림을 못하는 건 아닌데.. 사람도 자폐가 있으니 고양이도 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80502&docId=491649323&qb=6rOg7JaR7J20&enc=utf8
고양이 양치질 횟수,저희집 고양이 나이는 10살이구요  3~4살 때쯤 양치를 시도 하였으나 철저하게 거부당해 그래 하지마라 나중에 니만 고생이지뭐 하면서 냅뒀는데 최근 울집냥이 에게 입냄새가 심해서 혹시나해서 입을 벌려 어금니를 보니 치석이 잇몸과 치아 경계부분에 살짝 치석  있는게 보이더라구요그래서 다시 치석 제거용 고양이 칫솔을 사서 2일 전부터 양치를 시작하였고 처음은 살짝 거부 하다가도 옛날과 다르게 지도 치석때문에 불편한지 옛날처럼 과하게 거부는 안하고 살짝 하기 싫어하는 행동을 하면서도 받아 들이더군요 본론으로 말하자면 치석이 살짝 보여서 그러던데 요세 치석용 고양이 칫솔 몇주 쓰게 되면 종종 치석이 떨어져 나가는 경우를 봤다는 후기들이 많더라구요 그래서 전 치석때문에 아침식사후  저녁식사후 하루 2회 칫솔질 해주는데 하루 2회는 과한가요?꼭 1회 해야하는지 궁금 합니다.참고로 뭐 당연 병원가라고 말씀하시는데 사실 지금 고양이는 돌아가신 할머니께서 키우시던 고양이고 어찌하다보니 제가 떠안은 상황입니다 사실 제가 동물 대리고 병원갈 금전적 여유가 되질 않습니다 이점 참고해주시기 바랍니다 답변은 가급적 이분야 전문가 에게 듣고 싶습니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70205&docId=492151404&qb=6rOg7JaR7J20&enc=utf8
고양이 알레르기 어떻게 해야 할까요?,"안녕하세요 저는 집에서 고양이를 3년째 키우고 있습니다그치만 키우던 도중에 고양이 알레르기가 생겼습니다.눈이 계속 간지럽거나 비염, 코막힘 등 반응이 나타납니다 일상생활 하기 좀 불편한데 어떤 방법으로 조치를 해야 될까요.. 특히 눈이 간지러운 증상이 제일 심합니다 비염이나 코막힘은 해결이 쉽게 되는데 눈 간지러움은 어떻게 조치해야 할까요 집에 있는것도 좀 버겁습니다..",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70306&docId=487215747&qb=6rOg7JaR7J20&enc=utf8
지인 고양이 병원비 소송 할 수 있나요?,"제가 3마리, 룸메가 1마리 데려와서룸메랑 같이 살면서 고양이 4마리를 키웠는데룸메가 군대 가면서 고양이를 맡기고 갔습니다(사실 사전 협의가 없었으니 맡긴게 아니라 두고 간 것)근데 저는 제가 데려온 것도 아니고 양육비 부담이 심해서 이야기 하다가 자기 고양이니까 제대할 때 데려갈거라 하더라고요그 동안 룸메 고양이한테 들어간 돈도 있고 하지만 같이 산 정이 있어서 지난 돈은 그냥 제가 부담하기로 마음 먹었는데 이번에 룸메 고양이가 원래 아파서 종종 병원 다니던 아이인데 응급상황이 생겨 약 20만원 정도 돈이 나갔습니다.응급 상황이었어서 놀란 저는 빠르게 병원 다녀오고 5일 정도 집에 붙어서 일도 쉬고 잠도 편히 못자며 간호했습니다.(넥카라 + 상태 때문에 혼자 밥,물을 못 먹고 약 때문에 24시간 간호가 필요했음)5일 정도가 지나 고양이가 어느 정도 회복했고이에 저는 응급 당시 상태랑 지금 회복한 상태, 어떤 상황이었고 얼마 나왔는지 청구서, 결제 내역을 전달하고 돈을 보태 달라 했습니다 (20만원 중 어려우면 절반만 달라했음)근데 원래 병원 종종 다녔는지 자기가 어떻게 아냐며 병원비도 5일 지나고 금액 청구했다고 돈을 못 주겠답니다..룸메 고양이는 원래 몸이 안 좋았어요키울 때도 별 관심이 없길래 제가 자주 병원 데려가줬었고.. 아무리 그래도 자기 고양이라면서 건강 상태도 몰랐다는 거잖아요?거기다 저는 이전 비용 달라고 한 적이 없고 이번 비용이 부담되니 반이라도 네 고양이 병원비 내달라니까 저렇게 말합니다..이젠 지쳐서 이번 병원비만이라도 받아내고 싶고 앞으로 제대 전까지 드는 비용 청구하고 싶은데 소송 가능할까요?받아낸 사례가 있을까요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60221&docId=490607931&qb=6rOg7JaR7J20&enc=utf8
고양이 발젤리쭙쭙,근데 고양이는 발젤리 쭙쭙이 왜하는건가요?? 애기들도 그렇고 성인 고양이들도 입에 물고 그러던데 왜그러나요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=491797045&qb=6rOg7JaR7J20&enc=utf8
고양이 기침 소리가 이상해요,고양이가 자꾸 기침해요. 전부터 계속 재채기하고 그랬는데 갑자기 저 영상처럼 기침해요. 심장병이나 천식은 아니겠죠..? 지금 얼른 동물병원으로 데려가는게 나을까요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=491493072&qb=6rOg7JaR7J20&enc=utf8
고양이 중성화 후 설사,고양이가 중성화를 하고난 뒤 갑자기 묽은 변을 눠요.사료 바꾼 거 없고 기생충 없고 특별한 거 준 적도 없는데혹시 항생제 때문일 수도 있나요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492101548&qb=6rOg7JaR7J20&enc=utf8
고양이한테 물렸어요,오늘 동생이랑 같이 고양이 카페에 갔는데요 가서 좀 놀거다 고양이가 제 동생을 물었어요 전체적으로 상처가 밑에 그림처럼 손바닥에 길고 깊게? 파여있었고 피는 약간 맺히듯이 났어요ㅠ 물린뒤에 사장님이 소독도 해주시고 연고도발라주시고 밴드도 붙여주셨다는데 괜찮을까요???ㅜㅠ 제가 걱정이 돼서 여쭤봤는데 고양이들 예방접종은 3차까지 다 했고 중성화수술도 했다고 하시네요ㅜ 동생한테 물어보니 약간 따끔거리는거빼곤 별다른 통증은 없데요 혹시 이거 광견병걸리고 그러면 어쩌죠???ㅠㅜㅠ 너무 걱정되네요ㅠㅠ 의사 선생님의 답변이 필요합니다ㅠㅠ참고로 고양이카페는 청결했고 고양이들도 관리가 잘 돼오있는것 같았어요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492478090&qb=6rOg7JaR7J20&enc=utf8
고양이 알레르기,고양이를 너무 키우고 싶은데 제가 알레르기가 있어서요. 털이 덜 날리고 알레르기 반응이 비교적 적은 고양이가 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492472732&qb=6rOg7JaR7J20&enc=utf8
"고양이 분양 후 질병 발생, 치료비와 환불 가능할까?","안녕하세요.분당 소재 한 펫샵에서 렉돌 고양이를 분양(2026-02-16)받았습니다.펫샵에서 처음 데려올 당시에는 고양이의 상태에 이상이 없었고, 펫샵에서도 건강한 상태라고 하여 믿고 분양을 받았습니다.그런데, 집으로 데려온 후 2일 뒤(2026-02-18) 왼쪽 눈 옆에 원형 탈모가 발생해서 동물병원에 내원해보니 링웜(피부사상균증)으로 의심된다하여 검사를 진행했고, 검사결과를 2026년 3월 2일에 받았습니다.검사결과는 당연히 링웜 확정 판정이있습니다. 뿐만아니라, 2026년 2월 18일 병원 진료 시 귓속에 진드기도 다량 확인되어, 진드기 제거 및 치료까지 진행을 했구요.펫샵에는 2월 20일에 링웜으로 의심되는 상황과 귀진드기에 대해 고지를 하였으나, 병원치료로의 인계가 아닌 펫샵(분당 펫샵이 아닌 수원에 있는 분점으로 안내하였음)에 데려오면 연고를 주겠다는 안내를 받았습니다. 그리고 현재 고양이의 피부상태에 대해 사진도 공유했으나 대소롭지 않은 증상이라 답변하며 검사를 받을 필요도 없고 약만 발라주면된다는 답변으로 일관했습니다.해당 펫샵과는 더이상 대화를 하는게 무의미하다 판단해, 현재 처음 진료를 받았던 병원을 통해 지속 치료중에 있구요. 문제는 고양이를 치료하며 데리고 있는데, 최근(2026-03-07) 와이프의 몸에 링웜 증상까지 생겨 병원에 내원을 할 예정입니다.이 외에도, 펫샵에서 별도로 운영하는 의료 멤버십(동물병원 연계) 가입도 권유 받아 당일 가입(50만원)을 했었는데, 사실상 사용을 잘 안할 것 같아 10분후 환불 요청을 했음에도 환불규정상 환불이 불가능하다는 답변을 받아 이건 체념을 한 상황입니다.1. 이런 상황에서 고양이 치료비용, 보호자 치료비용 및 정신적 피해에 대해 구상권 청구를 할 수 있을까요?2. 최초 가입했던 멤버십을 사용도 하지 않은 10분 내에 환불요청을 했음에도 이행하지 않은 것에 대해 지금이라도 환불을 받을 수 있을까요?  관련태그: 손해배상, 소송/집행절차",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492357040&qb=6rOg7JaR7J20&enc=utf8
입술 고양이주름,"안녕하세요?60대초반인 여성입니다작년부터 윗입술에 세로주름이 눈에 띄기 시작하더니올 초반부턴 입술 움직이지않고 가만히 있어도 넘 선명하게 세로 주름이 심각하네요...ㅠ음식먹을때나 얘기할땐 더 도드라져보여 대인관계도 기피하게되네요ㅠ전 이 나이까지 담배는 아예 피운적이 없고빨대 사용도 손꼽힐 정도로 나쁜 습관도 없었는데,아직은 젊은 나이임에도 왜 윗입술 고양이 주름만 심각한건지...차라리 눈가나 다른 주름이면 차라리 신경 덜 쓰일텐데...사람 만나는것두 피하게되고자존감도 떨어지네요피부과에서 상담받고 효과 확실하다 해서 윗입술 라인에주사시술 3차례 받았는데전혀 달라진것도 없이 시간 지나니 더도드라져보이네요아...요즘 너무 우울해요ㅠ박피시술만이 답일까요?흉터 심하지않은 다른 방법은 없을까요?",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=492278563&qb=6rOg7JaR7J20&enc=utf8
고양이가 백혈병에 걸렸는데 어케 대처해야하나요,고양이가 요즘에 밥도 안 먹고 우울해보여서 병원 가보니 백혈병이라더라고요 근데 고양이 백혈병은 다른 감염 고양이로부터 감염 되야 한다던데 백혈병 걸린 고양이는 6살 쯤 되는데3~4년 쯤에 집에 데리고 와서 키우고 있거든요 그리고 집에 다른 고양이 두마리도 키우고 있는데 그럼집에 있는 다른 두 마리중 하나한테 감염이 된 걸까요? 그리고 백혈병 걸린 고양이랑 안 걸린 고양이랑격리 조치를 해야할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010104&docId=491533592&qb=6rOg7JaR7J20&enc=utf8
고양이 기침(소리있음) 뭔가요?,안녕하세요 고양이가 얼마 전부터 종종 이런 기침?소리를 내는데 혹시 천식이나 이런건 아니겠죠?영상 속 3번 들리는 이 소리입니다.,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=491475408&qb=6rOg7JaR7J20&enc=utf8
암컷고양이 중성화 흉터?,어제 중성화했고 이제 1살 된 암컷 고양이에요오늘 배를 보니깐 꿰맨 곳에 붉게 동그란 뭐가 났더라고요이거 원래 이런 건가요? 다른 고양이 중성화했을 땐 이러지 않았던 것 같아서요.. 참고로 어제 항생제주사도 맞았어요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492117831&qb=6rOg7JaR7J20&enc=utf8
고양이 변비약 소량 섭취,고양이를 두마리 키우고있는데 두마리 간식 주다가 변비약 복용 중인 고양이 츄르 섞던 숟가락으로 복용 안하고있는 고양이 간식을 섞었어요ㅠㅠㅠㅠ 변비약 안 먹는 고양이 괜찮겠죠?ㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492439650&qb=6rOg7JaR7J20&enc=utf8
고양이 분양 후 선천적 질병 발견 시 치료비 청구 가능할까?,"아기고양이 랙돌 2025.6.25일출생 캐터리샵에서 11월경 분양받고(이때는 스코티쉬폴드 유전병문제 널리 퍼진것은 알고있었음) 2026.2월 24일 중성화 수술일정 조절해서 1차 동물병원에서 랙돌 선천성 심장질환에대해 이야기 처음들어서 심적으로 되게 많이놀랐습니다. 마취전에 돌연사나 쇼크 확률이높아서 피검사 필요하다에 동의하다보니 1차병원에서 심장쪽 의심소견이필요해서 지출15만원 결제하고 2차 심장전문병원가서 초음파 검사 비용 10만원 지출해야했기때문에 수급자인 저로써 비상금대출 결국 뚫어서 300만원 긴급개설하고 신용도하락 페널티 감수했음 이후 분양샵에서 이런사실 알고있었냐 하니 분양샵측에서는 사실 모든고양이가 다있다라는식으로 알고는있었지만 책임회피성발언으로 밖에 안보였음 그이후로 심장질환 발견되었다고 말하니 죄송하다 펫샵에서 연계하여 중성화수술비용 저렴하게 해주겠다하는데 비용이 문제가아니라 비용아끼다 내 고양이 죽으면 책임질것도아니고 그동안 아기고양이와 내가 쌓은 행복 유대감이 통째로 사라지는건데 이건 돈으로 보상될문제가아님 그래서 더욱 화가남이미 고양이를 90만원 고가에 분양받고 데려왔때뭄에 어쩔수없는 부분이나 판매자는 이를 사전에 고지할의무가 있었음 사기죄 성립 충분히 되어보이는데 사기죄요건 성립되는지에 대한구체적인 조언 부탁드립니다.  관련태그: 기타 재산범죄, 소비자/공정거래",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492178880&qb=6rOg7JaR7J20&enc=utf8
고양이 사료 토,고양이가 아까 사료먹고 토를 해서 정리해줬는데 또 사료먹고 다시 토했어요.. 뭐가 문제일까요 ㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492377502&qb=6rOg7JaR7J20&enc=utf8
아기고양이 재채기,"생후 2,3개월 된 아기 고양이가 자꾸 재채기를 해요 콧물도 식욕 저하도 없는데 재채기를 자주 해요겨울이라 그런가 왜이러는 걸까요",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=491630838&qb=6rOg7JaR7J20&enc=utf8
고양이 요로결석,요로결석이여도 감자크기가 크게 나올수 있나요? 요로결석 증상에도 빈뇨가 있던데요.. 이게 방광염이랑 헷갈릴수도 있다해서요한번 쌀때 감자 크기가 여자 손바닥 절반 정도거나 이거보다 좀 작은 정도인데 이걸 고양이가 한번에 다 싸지않고 한번 갔다가 제가 바로 치워주면 다시 들어가서 싸요... 화장실은 깨끗해요 며칠전에 화장실 다 씻고 모래 전체갈이 해주기도 했고.. 맘같아선 당장 병원데려가서 검사해보고 싶은데 시골이라 차타고 도시 나가야되고 병원만 가면 사람하나 죽일듯이 사나워서 응급이 아닌이상 쫓겨날것 같아요.......빈뇨있는 고양이들 보면 막 수십번씩 왔다갔다던데 저희집 고양이는 두번씩 나눠서 하루에 세번 정도가니까 총 여섯번 정도거든요.. 이런데도 요로결석 위험이 있을까요? 수컷이고 나이가 있다보니 너무 걱정돼서 제가 정신병걸릴것 같네요ㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=491926028&qb=6rOg7JaR7J20&enc=utf8
고양이가 빈혈로 떠날때 고통의 강도는 얼마나되나요,"스무살 고양이를 키우고있습니다.간 부분 괴사로 보이는게 있고, 만성 신부전에 배에는 5cm 악성종양이 있어 장기 위치도 밀려있는 상태입니다.(췌장염도 있고 ibd도 추정)탈수와 빈혈(14%)도 심한 상태인데 나이가 있어서수술, 수혈은 포기하고 조혈주사만 한번 맞은 상태인데요이것도 고양이가 병원 스트레스가 많아서 그만두기로 했습니다제가 궁금한것은...빈혈로 고양이가 세상을 떠나게 될 때 많이 고통스러울까요? 숨이 턱턱 막혀서 질식의 공포가 생기는 정도라면그 때가 오기 전에 먼저 보내주는것도 나쁘지 않을 것 같아서고민중입니다..빈혈로 떠나게 될 때 잠자듯 평온하게 간다는 의견도 있는데궁금합니다",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492277950&qb=6rOg7JaR7J20&enc=utf8
고양이와개,4개월 된 고양이가6년된 강아지의 사료와 시저를 계속 먹어요..못먹게 말리면 그때 뿐....슬금슬금 와서 먹고있더라...그냥 계속 먹도록 놔둬도 되나요..,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492125619&qb=6rOg7JaR7J20&enc=utf8
고양이 이상행동,고양이가 하루만에 갑자기 이상한 소리를 내면서 토하기를 반복해요 저녁에만 그러고 요새 숨어서 잘 나오질 않아요 이틀쨉니다 ㅠㅠ 왜그런걸까요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492345963&qb=6rOg7JaR7J20&enc=utf8
고양이 토하고 잠,고양이가 어제 새벽부터 토하더니 위액까지 다 토해내더라구요 토도 많이 했어요 ㅠㅠ 애가 기운이 없더니 하루종일 자고 밥이나 츄르도 거부하네요 ㅠㅠ 하룻밤 자고 지나면 괜찮아질려나요? 상태가 계속된다면 병원에 가려구요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492036155&qb=6rOg7JaR7J20&enc=utf8
수컷 고양이 중성화,안녕하세요. 저는 몇 달 전인 6월말에 평소와 같이 산책을 하다가 다리를 다친 아기 고양이를 보고 차마 무시할수가 없어서 처음으로 고양이를 키워보게 된 초보 집사입니다. 즉시 병원에서 상태를 확인하니 나이는 당시 한달반에서 2달이라 하니 지금은 대략 8~9개월짜리 수컷 고양이라고 보시면 될거 같습니다. 어릴때부터 워낙 안고 키우던지라 사람을 잘 따르고 온순하게 자라서 야외에 집을 지어주고 마당에서 놀게 하고 있는중입니다. 워낙 고양이보다 사람에 대한 관심이 더 높기도 해서 개냥이라고 부르기도 할 정도입니다. 키우는 곳이 논이 있고 한 시골의 단독주택인지라 고양이들이 많긴 하지만 자기 집을 영역으로 인식하고 있어 왠만해서는 집앞을 벗어나지 않는 상태입니다. 저는 왠만해서는 고양이한테 칼을 댄다는것이 죄책감이 들고 미안해지기도 해서 굳이 필요한가에 대한 의문이 들기도 하지만 커가면서 가족분들이 중성화가 필요하지 않겠냐는 의견들이 오가기에 아직 스프레이나 발정기의 모습이 보이고 있지 않기에 중성화 수술이 필요한지에 대해 한번 여쭤보고 싶습니다.,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=490527486&qb=6rOg7JaR7J20&enc=utf8
고양이 알레르기 증상 가려움,고양이 알레르기 증상 일까요?약간 두드러기 처럼 올라오고 가려운 단계인데알레르기 약 어떤걸 먹어야 할까요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492227655&qb=6rOg7JaR7J20&enc=utf8
고양이 몸에 딱지? 상처?,저희집 고양이 몸에 어느 순간부터 땜빵이 생겼는데 딱지진것 처럼 뭐가 만져지고 고양이가 가려웠는지 그 상처주면 털이 없더라고요 그랴서 혹시나 해서 무슨 증상인지 궁금해서요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492390932&qb=6rOg7JaR7J20&enc=utf8
고양이가 아파요,고양이가 다이소에서 산 캣 그라스와 원예상토를 두고 키우다가 오늘 먹었는데 아픈지 계속 누워만 있고 힘이 없어요 어떻게 해야 하나여 너무 걱정됩니다(내공300),https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=491853762&qb=6rOg7JaR7J20&enc=utf8
고양이가 자꾸 부들부들 떨어요…ㅠㅠ,고양이가 자꾸 아무것도 안했는데 안고있거나 만지면 부들부들 떨어요 근데 또 떠는게 떨었다가 안 떨었다가 반복하는데 그냥 싫어서 그런걸까요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 고양이랑 어떻게 친해지나요 간식도 자주 주고 츄르도 주는데 걍 저를 개무시해요;뭐지,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=491854069&qb=6rOg7JaR7J20&enc=utf8
고양이가 토를 해요,"4살 된 고양이와 함께 살고 있어요 19일에 헤어볼을 토한 흔적을 발견했고 20일에 4시쯤 사료두알정도 섞인 토, 6시30분쯤 공복토를 발견했고 헤어볼을 토한 뒤로 사료가 전혀 줄지않아서 식욕이 있는지 확인을 위해 20일 11시20분쯤 츄르를 급여했고 12시30분쯤 화장실에 츄르를 그대로 토해냈습니다 혹시 헤어볼을 토하고 나면 계속 토를 하나요??ㅜㅜㅜ",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492087885&qb=6rOg7JaR7J20&enc=utf8
고양이 눈 왜이런걸까요..,어제 눈꼽이 많이 껴있길래 닦아주고 고양이 전용 인공눈물을 넣어줬는데 오늘 눈이 이런데 왜그런걸까요..?병원 가는게 맞을까요..?ㅜㅜㅜ,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492112091&qb=6rOg7JaR7J20&enc=utf8
고양이 딱지,고양이가 딴 고양이랑 싸우다가 좀 상처가 깊게 났었는데 이제 딱지가 앉았어요. 근데 고양이도 계속 딱지를 간지러워 하고 딱지도 떨어질 것 같은데 딱지 위로 새 털이 나요.고양이는 딱지가 떨어지는게 아닌가요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492269066&qb=6rOg7JaR7J20&enc=utf8
고양이 하루 세번 토,고양이거 하루 세번 토했는데요평소에는 이렇지 않구요첫 토는 사료 불은 토 두번째랑 세번째는 물토인데 노랑? 연두 그 중간이에요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492057081&qb=6rOg7JaR7J20&enc=utf8
