title,content,href
"질문

				

				
				
					
					
					
						1살고양이 중성화 2일차에 다리절뚝임",아니 어제(9일)에 저희 고양이가 중성화하고 왔는데아까 책상에서 한번 원래대로 착지하는것같더니 같자기 미끄덩 쓰러지더라고요 근데 계속 걷긴걷는데 점프도하고 근데 뒷다리를 절뚝이며 살짝 마취한것처럼 걸어요 점프하고 내려올때는 제대로 착지못해요 그리고 아까 동물병원에서 준 항생제약 먹였는데 약때문일까요?? 심각해요ㅜㅜ 아직 절뚝인지는 1시간 안됐어요 1살입니다 그리고 좀 울어요 발정때문인지는 모르겠네요ㅜㅜ 똥은 완전 물이에요(아마 약때문인것같아요)도와주세요ㅜㅜ,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492410213&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 꼬리 밟음",고양이 꼬리를 밟아서 처음에는 밟힌 부위에 붓기가 있었는데 현재는 붓기 다 빠지고 다친부위 살짝 만지면 움찔만 하고 도망가지 않습니다.하지만 평소처럼 꼬리를 높이 올리지 않습니다 밥이랑 배변활동은 활발합니다. 제가 지금 생활이 여유롭지가 않아서 이장도 증상이면 심각한건지 병원 비용은 얼마드는지 궁금합니다..ㅜㅜㅜ 꼬리는 눈으로 볼때 꺽인것같진않습니다.,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492462114&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이가 사료토를 해요",고양이가 대략13살14살됫어여 고양이는 그냥일반한국치즈냥이예요원래 고양이가 이것저것 잘안먹어여습식먹이려해도 건더기잇는거는 안먹어여츄르도 그 일본꺼 빨간색 그거만먹고다른츄르는 덩어리져서있어서그런지안먹어여지금 사료는 로얄캐닌 캣 유리너리 +결석 먹이고있어요 사료알맹이를 더작은걸로 바꿔야되는건지 잘모르겟어요ㅜㅜ이렇게매일 토하진않았엇는데사료도 일부로 조금주는데요즘 매일해요 ㅜㅜ어찌해야되는지좀 알려주세요,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80502&docId=492373308&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이가 살기 쾌적한 환경이 아닌 것 같아요",안녕하세요 adhd에 분노조절장애를 가진 동생을 가지고 있는 사람입니다. 제가 고양이를 3년전에 유기묘에서 구조했습니다. 그러나 현재까지 키우면서 저희 동생이 하루에 먗번씩 계속 소리를 지르고 고양이에게 스트레스룰 주는 행동 및 소리로 인한 자극들을 계속 줍니다. 그래서 저는 제가 이 고양이를 데리고 오는게 맞았는지 길 위의 생활보다 이 집에서위 생활이 더 불안한 건 아닌지 걱정이 됩니다. 그래서 더 조용하고 안정적인 집으로 다시 입양보낼까 생각도 합니다.. 저희 집에서 고양이를 키우는게 맞을까요? 솔직히 고양이도 스트레스 받고 가족들인 저희도 동생 하나때문에 스트레스를 받고 있습니다.. 정말 저희도 고양이랑 오래오래 살고 싶습니다. 하지만 고양이가 스트레스 안 받고 더 행복하게 살 수 있는게 다른 곳으로의 입양이라면 그렇게 하고 싶습니다..제발 부탁드려요..,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492379695&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						키우는 고양이들을 몰래 포획하였습니다 절도죄 성립",수고많으십니다고양이컨테이너까지 두고 고양이에게 목걸이도 채워주고 몇마리는 혹여 위험할까 풀러주었는데 ... 부르면 오기도하고 약을 지어 먹이기도하고 집에서 키우는고양이들과 다를거없이 이런 모든 케어를 받고있는 고양이 9마리를 옆공장에서 저희쪽에서는 안보이게 포획틀을 설치하여 2-3주 가량 한마리씩 고양이를 잡아서 모두 다른 장소에 불법포획 이주방사 하였습니다너무 화가나서 처벌을 원하는데소유권을 강력하게 주장하고싶은데 소유권 전문변호사분께서 도와주셨으면 좋겠습니다이런경우 절도죄에 해당할지 동물호보법위반 모두 해당되겠죠 또 점유물이탈횡령죄도 가능한지도 궁금합니다밖에서 키웠지만 컨테이너라는 집도있고 목줄도 채우고 저희집 고양이인게 증명이된다면 어떤식으로 처벌을 할 수 있을지 그리고 소유권 주장에 대하여 강력하게 이야기하고싶습니다조언 혹은 변호사님 연락처 부탁드립니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020604&docId=491048459&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이를 다치게하는꿈","꿈에서 저희집에 숨어사는 갓태어난 아기고양이가 있었어요 손바닥만해요 ㅜ 근데 그 고양이가 아빠를 이불속에서 얼굴을 엄청 긁어서 아빠는 피가 철철낫고 전 그걸 막다가 제가 손을 물리게 됐는데 손을 너무 세게 물어서 저도 피가 철철 났어요 너무 아파서 엄지로 그 고양이 눈을 눌럿고 그 고양이의 오른쪽 눈에선 피가 엄청 났어요 당황해서 미안하다 하는데 피흘린상태로 몸을 말아서 자더라구요.. 그리고 꿈에서 깻는데 너무 미안하고 마음이 안 좋아요 무슨 꿈이죠 이게ㅠㅠ 평소엔 제가 고양이를 너무 좋아하구요 고양이도 두마리 키우고있어요,, 뭘까요이게ㅠㅠ",https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31505&docId=491548648&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이가 절 너무 좋아하는거 맞죠?",안녕하세요. 제가 이제 한 살 된 고양이랑 살고있는데요같이 산지는 반년 정도 됐어요. 근데 고양이가 제가 화장실갈때마다 문 앞에서 식빵을 구우면서 기다려주는데제가 고양이를 화장실에서 샤워를 시키다보니까그 안 좋은 기억이 떠오르는지 화장실 안으로 들어오는건 끔찍히도 싫어했어요..근데!!!!!!!!! 여기부터 중요함 ‼️제가 오늘 배탈이 나서 화장실에 급하게 뛰어들어갔는데고양이가 저를 찾다가 화장실 안에서 제 목소리가 들리니까닫힌 화장실문에 매달리고 난리를 치는거 있죠ㅠㅠ그래서 문을 열어주니까 자기가 절대절대!!!! 자기 발로안 들어오던 화장실 안을 걸어들어오더니 절 찾으면서우는거예요 ㅠㅠ 화장실 안까지 와서 우는건 절 정말사랑해서 그러는게 맞는거죠??? 화장실 기다려주고 막제가 문 닫으면 울고 그러는거 절 뭐라고 생각해서 그러는건지아시는 분들은 답변 부탁드립니다,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=805&docId=491851607&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 귀 청소 안하는 게 좋은 이유","하일랜드 폴드 고양이를 맡게 되면서, 병원에 검사하러 데려갔는데요, 귀가 접혀있어서 상태가 좋지 않을 거라는 예상과 달리 귀가 굉장히 깨끗하다고 하시더라구요.그리고 이런 아이들은 귀 청소를 그냥 하지 않는 게 좋을거라고 하셨는데, 지금에서야 그 이유가 궁금하네요.폴드인데도 귀가 깨끗한 경우에는 어떻게 그게 가능한건지, 그리고 오히려 청소하지 말라는 이유는 무엇일지 궁금합니다.",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492370444&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						꿈을 꿧었는데 고양이 꿈입니다.",검정 새끼고양이가 말을 걸어서 사는 곳을 알려주고 그곳에는 어미 검정 고양이도 있었고 잘 사는거 같더라구요 그러더니 이번엔 제가 왠 사람 북적이는 시장에 들어오다가 왠 가게 근처를 지나다 새끼고양이 우는 소리가 나다가 마지막에 비명 지르는듯 괴로워하는 새끼 고양이 울음 소리가 나길래 궁금해서 쫒아가보니 왠 오래된 미용실이고 그곳을 들어가보니...아줌마들 2명인가 가위로 하얀색 고양이를 토막 내고 잘라 내서 부위별로 바닥에 나열되 있었고 저는 놀라서 이게 무슨 짓이냐고 왜 그랫냐고 물엇더니 미용실 아주머니가 화내면서 우리 가게에 자꾸 길고양이가 왓다갓다 거리면서 시끄럽게 울어서 잡아서 죽인거라고 하더라구요.....ㅜㅜ;그러고 꿈에서 깻는데 깨고도 찝찝하고 기분나쁜 꿈같았고꿈속에서도 그게 너무 기분이 나쁘고 안좋았답니다이게 도대체 무슨 꿈이죠..?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80502&docId=492101828&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 건강",저희집 고양이가 이상해요 2023년 7월 초쯤 태어났구요 저희집에 온 건 7월 말이에요 남자아이고 중성화 했어요 근데 어제? 부터 오줌을 잘 못 싸고 오줌을 흘리듯이 싸요 평소 먹던 간식도 안 먹고 화장실도 안 가고 움직임도 적어요 밥 물 다 잘 안 먹어요 평소 신장이나 방광이 좀 안 좋긴 했는데 심각한건가요? 병원 가야겠죠?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=490328445&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 초콜릿",제가 방금 초콜릿 케이크를 먹었고 치우다가 초콜릿 크림이 좀 바닥에 떨어졌는데 그걸 제가 밟으면서 살짝 얇게 바닥에 초콜릿이 묻어있었나봐요. 고양이가 바닥을 핥고 있길래 가서 보니까 바닥에 갈색 크림같은게 살짝 있길래 바로 닦고 애기 입도 다 닦고 애기 발바닥까지 닦긴했는데 괜찮을까요 ? 1년 조금 넘은 고양이에요. 병원 바로 데려가야할까요? 지금 혼자 그냥 앉아있긴해요. 수의사님들이나 이런 경험 있으신 집사님들 답변 부탁드려요 ㅜㅜ,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80502&docId=491587027&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 콧물 바로 병원 가야할까요?",어제 저희 집 고양이가 침대 밑에 계속 여러 번 들어갔었는데 오늘 재채기를 엄청 하더니 콧물을 흐렸습니다. 여태 키우면서 이런 적은 처음이라 너무 당황스럽습니다.의심이 가는건 침대 밑에 먼지가 쌓여있어 들락날락하면서 먼지를 많이 마셔서 그런 것 같은데 당장 내일이라도 병원 데리고 가야하나요? 아님 더 지켜봐야할까요?ㅜㅜ사진 자세히 보시면 약간의 피도 있습니다..,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=490288011&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 목 잘린 꿈",바베큐를 해먹는다고털이 엄청 복스럽게 많고 부드러운 동물이 걸려 있는데 보다보니 목이 없더라구요 ........... 짐승처럼 컷는데 고양이였는데 목이 잘려있었어요....그 고양이 목을 저희 엄마가 잘랐다고 하는데 너무 충격.....그리고 시외할머님이 나와서 신랑 밥해준다고 그릇째 뭘 끓이시고 갑자기 잘 안만나는 친가 어른들이 나오고 ;;너무 이상하고 충격적이라 깨자마자 여쭤봅니다고양이가 피가 나거나 하지는 않았어요 !﻿,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31505&docId=492208539&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						반려 고양이가 도마뱀을 잡으려는 꿈","꿈 해몽 부탁드립니다.장소는 본가였는데, 집에 고양이만하면서 무늬가 희귀해 보이는 도마뱀이 나타났더라고요. 그래서 지켜보고 있는데 저희 본가에서 실제로 키우고 있는 고양이 두 마리가 번갈아가며 필사적으로 도마뱀을 잡으려 했고, 몇 번 잡았는데, 도마뱀을 죽일 거 같아서 제가 계속 떼어냈습니다.(살려서 분양 시키려는 생각이었습니다) 그렇게 떼어놔서 서로 멀리하게 둔 상황에 부모님에게 전화해 집에 크고 희귀한 도마뱀이 나타나서 분양해야겠다고 얘기하고 꿈에서 깼습니다. 해몽 부탁드립니다",https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31505&docId=492120556&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 노란 설사(사진주의)",3개월 된 고양이 두 마리를 키우는데둘 다 한달전에 물설사를 했어서 구충제랑 설사약 먹이니깐 변 상태가 좋아졌었는데 이번에 갑자기 또 둘다 노란설사를 해요ㅠㅠ 구충제는 물설사했었을때 한번 먹였었는데 이번에도 먹이는 게 맞겠죠?그리고 방금도 설사를 싸서 봤는데 마지막에 뭔 덩어리를 쌌는데 혹시 저거 기생충 덩어리일까요?,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=490867125&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 밥주는 사람 신고가능한가요",최근 4개월전부터 다른동네 사람이 저희집 안쪽에자꾸 고양이 밥그릇을 밀어다넣더라구요똥싸질러놓는것 까진 참겠는데자전거며 차며 제 개인자산에 스크래치 내놓고차밑에 들어가있어서 놀란적이 한두번 아니고그러지말라 경고해도 야밤중에 몰래 놓고가는지매번 발견해서 치워도 또 있고 스트레스가 아주 미치겠습니다.고양이가 미운게 아니라 밥주는 사람때문에 고양이를 뭐 어찌할 마음도 없는데말해도 들어쳐먹질 않고 그렇다고 집에 들어오는게 아니라경계밖에서 안쪽으로 밀어넣는거라 주거침입죄 성립이 될지도 모르겠고자꾸 차에 기스내놓는것때문에 열받아 죽겠는데만일 집 방범용 cctv로 지속적으로 밥놔둬서 고양이 몰리게 하는거 찍으면재물손괴등 어떠한 법적처벌 성립할수 있을까요?이대로가단 법보다 주먹이 먼저 나갈것 같아서환장하겠습니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60211&docId=491017348&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 선천적 유문협착증",안녕하세요. 우선 글이 긴 점 양해부탁드립니다.제가 올해 초에 펫샵에서 4개월 랙돌한마리를 데려왔었어요.그런데 토를 심각하게 너무 많이 하는겁니다.나중엔 하루에 연속적으로 혈토를 4번을 한 적이 있습니다.2주정도 데리고 있었는데 그동안 동물병원을 4번을 데려갔고매번 주사와 약만 맞고 있었어요. 약을 먹으면 토도 안하고점점 나아지나 싶다가도 매번 약을 끊으면 컨디션이 또 안좋아지고 다시 토를 하곤했습니다. 결국 2차병원을 가보니선천적 유문협착증 이라고 하더라구요. 바로 다음날 수술을했고 또래에 비해 종에 비해 너무 작고 1kg 저체중이었던 이유가 그 유문협착증 때문이었습니다. 저희 고양이는 절제도 조금 해서 어쨋든 수술은 잘 마무리 되었습니다. 유문협착증 수술 후엔 경과를 지켜보고 식이요법을 잘 해서 섬세하게 케어하는게 매우 중요하기때문에 펫샵에서 한달동안 본인들이 케어하는 게 좋겠다고 하셨어요. 저희 집은 낮에 사람도 없고 저녁에 들어오니까 그렇게 하는게 좋을 것 같아 맡겼고 중간중간 펫샵에 들러 아이 상태도 확인하고 연락을 주고받으며 잘 지냈습니다. 저희 고양이도 잘 지냈고 병원에 가서 초음파 검사도 꾸준히 하며 위가 많이 줄어들고 있다라는 긍정적인 소식을 들으며 빨리 집에 다시 데려오기를 기다렸어요. 펫샵에 맡긴지 한달이 조금 지나고 집에 데려오기로 했습니다. 그런데 데려오기 이틀 전날 펫샵사장님께서 전화가 오셔서 고양이가 삼일전부터 정말 연명할 정도로만 먹고 느낌이 심상치않아 다시 병원에 데려가셨는데 엑스레이를 찍어보니 또다시 사료가 내려오지 못하고 있다고 재수술을 해야한다고 해서 그 자리에서 바로 또다시 수술을 했다고 합니다.. 정말 힘이 빠지고 막막하네요…고양이도 너무 불쌍하구요이렇게 되면 또다시 재발을 해서 수술을 3번 할 가능성이 클까요…?주변에선 오래 못살 것 같다고.. 살아봤자 1년 좀 넘게 사는거 아니냐고 그러니까 더 힘드네요정말 어떻게 해야할지 모르겠어요제가 뭘 어떻게 하면 좋을지…저희 고양이에겐 정말 큰 희망을 걸면 안되는지여쭤보고싶습니다,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=492344537&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 합사 어떻게 해야할까요??","어제 길에서 고양이가 혼자 있는데 사람도 잘따르고 활발해서 차도에 계속 뛰어들더라고요.. 그래서 이러다간 치일거같아서 우선 데려왔습니다 이미 집에 4살된 고양이가 있어서 반응 좀 살펴보려고 했는데 새로 온 냥이가 긴장해서 그런지 하악질을 먼저 하더라고요(얜 5개월정도 돼 보여요) 그러더니 저희 집 고양이도 깜짝 놀라서 계속 하악질 하더라고요 그렇게 한번 보여준다음 새로 온 냥이를 옷방에 따로 분리 시켜뒀는데 계속 울때마다 저희집 냥이가 계속 방 앞에서 하악질을 하더라고요.. 이런 상태인데도 합사가 가능할까요??새로 온 냥이는 적응이 너무 빨라서 옷방에서 먹고,자고,싸고 잘하고 있는데 저희 집 냥이가 너무 스트레스 받아하는거 같아서 합사가 될지 걱정이됩니다 ㅠㅜ 입양 보낼 생각은 있지만 보내기엔 요즘 세상이 흉흉해서 선뜻 보내기가 무섭네요 ㅜㅜ 도움 주시면 정말 감사하겠습니다",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=491590445&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 꾹꾹이 꿈",어어엄청 큰 치즈 고양이가소파에 앉아있는 저한테 꾹꾹이를 해주는 꿈을 꿨어요지금 이모가 고양이를 키우시는데 그 중 치즈도 한 마리 있고 아마.. 꿈에서는 그 고양이라고 생각했던 것 같아요!!근데 대형견 크기 정도로 애가 벌크업 되어있고..별로 닮지도 않았어요그 고양이를 못본 지 오래돼서 그리움에 꾼 꿈일까요 ㅠㅠ아니면 그냥 제가 고양이를 좋아해서 나온 꿈일까요,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31505&docId=490151310&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						고양이 링웜","저희 고양이 길냥이에서 입양한지 1달 정도 됐는데요지금 두살이고 그동안 외출한 적도 없고 집에 다른 고양이도 없습니다. 그런데 어느날 보니 약간 붉은 정도의 땜빵이 생겼더라구요ㅠㅠㅠㅠ 그리고 한 3군데 정도는 붉은 염증 없이 털 만 조금 빠져있습니다병원에서 우드램프 검사햇을때는 링웜 아닌거같고 증상도 조금 달라서 우선 1주일 정도 외용제만 받아왔는데, 혹시 나중에 다시 검사했을때 링웜 결과가 나올 수도 있나요?? 우드램프검사는 정확도가 많이 떨어질까요?ㅜㅜ",https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80502&docId=484159162&qb=6rOg7JaR7J20&enc=utf8
"질문

				

				
				
					
					
					
						아기고양이 분양",안녕하세요 고양이를 분양받아서 키우려고 하는데 아기 고양이(3~5개월 사이)를 데리고 올 예정이에요  원룸이지만 좀 큰 원룸이라 생활 공간에 제약은 없을 듯 한데 고양이가 어리다보니 전선을 다 씹고 위험한 문제가 생길 것 같아서 고민이에요 남자친구는 가벽이나 파티션을 하자 주의이고 저는 그냥 공간 다 쓰게 하고 멀티탭 정리함이나 전선에 감아놓는 그런 꾸불이 같은 전선 보호막을 씌우자 인데 뭐가 맞는지 잘 모르겟어요 알려주세요ㅠㅠㅠ,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8050101&docId=490711237&qb=6rOg7JaR7J20&enc=utf8
