title,href,article
"알디원 아르노, 플러팅 장인 등극…재재에 ""우리집 고양이 보러 갈래?"" ...",https://m.entertain.naver.com/article/213/0001377186,
"원주시, 내달 8~17일 개·고양이 광견병 예방접종",https://n.news.naver.com/mnews/article/003/0013808928?sid=102,"접종비 1만원



[원주=뉴시스]이덕화 기자 = 강원 원주시는 시민과 반려동물의 건강과 안전을 위해 내달 8~17일 상반기 광견병 예방접종을 한다고 9일 밝혔다.광견병은 감염 동물로부터 물리거나 할퀸 상처(교상)를 통해 전파되는 인수공통전염병이다. 뇌염 등 중추신경계 병변을 일으켜 사망에 이를 수 있다.접종 대상은 동물 등록된 개와 고양이다. 접종은 지역 동물병원 24곳에서 할 수 있다. 비용은 기간 내 접종하는 경우 1만원만 부담하면 된다.수의사의 판단에 따라 기본 예방백신을 미접종한 어린 개체와 임신한 개체 등은 접종이 불가할 수 있다. 미등록 개체는 내장형 무선식별장치로 등록 후 접종이 가능하다. 외장형 무선식별 장치와 인식표로 등록한 개체는 무선식별장치 또는 동물등록번호가 기재된 인식표 착용 및 동물등록증 지참이 필수다. 만약 외장형 장치나 인식표를 훼손·분실한 경우 내장형 장치로 변경 후 접종할 수 있다.기타 자세한 사항은 원주시 농업기술센터 축산과 가축방역팀으로 문의하면 된다.농업기술센터 관계자는 ""접종이 원활히 이뤄질 수 있도록 기간 내 동물병원 방문을 바란다""고 말했다."
"피겨퀸 김연아 애교 ""날 사랑해줘""",https://m.entertain.naver.com/article/003/0013819754,
[고양이 눈]봄볕 아래 장독,https://n.news.naver.com/mnews/article/020/0003702933?sid=110,봄볕 아래 장독 주택 마당 한쪽에 장독이 나란히 묻혀 있습니다. 파수꾼처럼 묵묵히 같은 자리에서 계절을 났습니다. 봄볕에 장이 맛있게 익겠네요. ―서울 강북구 수유동에서
"집에 돌아오니, 고양이가 커져 있었다 [새로 나온 책]",https://n.news.naver.com/mnews/article/308/0000037993?sid=103,"〈시사IN〉 기자들이 직접 선정한 이 주의 신간. 출판사 보도자료에 의존하지 않고 기자들이 꽂힌 한 문장.



고양이가 커진 날김효정 지음, 사계절 펴냄“고양이가 커져 있었다.”몸과 마음이 유난히 힘든 날, 집에 오니 고양이가 커져 있었다. 무슨 일일까. 그림책의 표지는 고양이 얼굴이다. 빵 부스러기가 잔뜩 묻어 있다. 커진 고양이는 저녁상을 차리고 ‘나’를 식탁 앞으로 불렀다. 입맛이 없어 깨작거리는 걸 보고 금세 빵 반죽을 만든다. 빵이 만들어지는 동안 납작해졌던 마음도 조금씩 부푼다. 주인공처럼 마음이 착 가라앉은 날, 우연히 이 그림책을 손에 쥐었다. 마지막 장이 다 넘어가자 책을 읽기 전과는 조금 다른 마음이 되었다. 연필의 회색만으로 그렸다고 한다. 무채색의 그림 중 색이 칠해진 부분은 오직 빵뿐이다. 빵을 다 먹었을 때쯤 무언가 이야기하고 싶어진 주인공을 보며 독자도 문득 허기를 느낀다. 그러면 된 거라고, 고양이가 가만히 토닥여주는 것 같다.



왜냐하면 왜냐하면 왜냐하면안 에르보 글·그림, 윤경희 옮김, 봄날의책 펴냄“늘 알아들을 수 있지는 않다.”동생은 가파른 정원과 난무하는 풀숲을 내면에 품고 산다. 반복되는 “왜냐하면”은 자폐를 가진 안 에르보의 동생이 끝내지 못하는 문장의 시작이다. 이때 “왜냐하면”은 온 힘을 다해 세계를 이해해보려 애쓰는 안간힘의 말이다. 작가는 그 말을 붙잡아 그림으로 시를 썼다. 동생의 내면에는 굳셈과 여림이, 어른과 아이가, 난폭과 사랑이 동시에 존재한다. 한가득, 한바탕, 한입, 한 덩이로. 그림 속 고양이는 ‘불가해’의 이미지를 대표하는 것처럼 보인다. 환한 노랑으로 펼쳐진 페이지 곳곳에 나타나는 고양이의 안내를 따라가다 보면 알게 된다. 우리는 이해하지 못해도 사랑하고, 이유 없이도 사랑할 수 있는 존재라는 걸. ‘왜’는 사랑의 세계에서 본질적인 질문이 될 수 없다는 걸.



포식자들의 시간줄리아노 다 엠폴리 지음, 이세진 옮김, 을유문화사 펴냄“포식자들의 시대가 도래한 것은 정상으로의 회귀에 가깝다.”이 책은 ‘지금 태동 중인 신흥 권력’에 대한 이야기다. 트럼프 같은 포퓰리스트 정치인들과 실리콘밸리의 억만장자 ‘기술 권력’이 암묵적으로 연합해 권력 작동의 본질 자체를 바꿔나가고 있다는 것이다. 특히 기술 권력이 정치권력을 흡수하거나 심지어 대체하며 민주주의의 규칙과 책임성을 점점 더 무력화할 것이라는 불길한 전망을 제시한다. 저자는 부끄러움 없는 독재자, 무질서를 전략으로 삼는 정치인, 기존 규칙에서 벗어나 거침없이 활보하는 기술 권력자들을 ‘포식자’로 규정하며, 그 탄생과 부흥의 과정을 르포 형식으로 치밀하게 서술한다.



1939년 명성아파트무경 지음, 래빗홀 펴냄“저는 지금의 일들을 보고 듣고 겪으며 거기서 느낀 감정을 역사 미스터리의 형식으로 녹였습니다.”‘무경(필명)’의 작품을 처음 본 건 〈한국추리문학상 황금펜상 수상작품집: 2024 제18회〉에서였다. 황금펜상은 주목할 만한 단편을 선정하는 추리문학상으로, 이해 수상작은 그의 단편 ‘낭패불감, 이러지도 저러지도 못하고’였다. 군사독재 시절, 경찰서 안에서 벌어진 고문이 소재다. 여기에 악마가 등장한다. 한국 현대사와 악마를 엮은, 본 적 없는 이 미스터리가 신선했다. 작가 이름을 기억한 계기였다. 그는 근현대사를 무대로 삼은 미스터리를 써왔다. 이번에는 1939년 경성이 배경이다. 일제강점기 조선을 추리소설로 재현했다. 아파트에서 일어난 살인사건. 범인을 찾는 ‘마님’ 최연자와 열두 살 식모 입분. 흡인력과 반전은 둘을 주인공으로 삼는 다음 작품을 예감케 한다.



나는 이완용의 글씨가 궁금했다강민경 지음, 푸른역사 펴냄“보고 있노라면 온갖 생각이 든다.”책 제목부터 도발적이다. 나라를 팔아먹은 인간이 글씨를 잘 썼든 말든 알 게 뭐란 말인가. 하지만 저자는 “매국노로서의 이완용이 아니라 ‘근대의 지식인이자 교양인’으로 일컬어졌던 서가 이완용을 추적”해보자는 목표를 세우고 “특정 인물에 대한 가치판단을 내리기보다 한국 근대 미술사와 미술사회사를 연구하는 방법을 시험”해본다. 명필로 소문나 글씨를 받아 가려는 사람들이 보낸 종이와 비단이 쌓여 있던 이완용의 서재부터 해방 이후 다른 작품을 표구하려 풀을 바르기 위한 배접지로 이완용의 글씨를 썼던 표구사의 풍경까지, 읽고 있으면 어느덧 그의 글씨가 궁금해진다.



세 번 속은 땅제윤경 지음, 이콘 펴냄“속은 사람은 남았고, 책임진 사람은 사라졌다.”20대 국회의원을 지낸 저자가 장편소설을 펴냈다. 개발사업을 둘러싼 15년간의 실패를 정면으로 다룬 작품이다. 소설의 무대는 ‘갈대만’이라는 해안 도시. 바다를 막아 대기업을 유치하겠다는 장밋빛 계획의 끝에 남은 것은 공사 중단과 소송, 막대한 빚뿐이었다. 행정의 무능과 책임 회피 속에 사업 실패의 피해는 고스란히 시민들이 떠안는다. 시민활동가 진두리는 왜 이런 실패가 반복되는지, 왜 책임지는 자는 없는지 이 사건의 전말을 기록하기로 결심한다. 저자는 “이 소설은 누군가를 고발하기 위한 기록이 아니라, 우리가 너무 쉽게 당연하게 여겨온 실패의 구조를 더 이상 외면하지 않기 위해 쓴 이야기다”라고 말한다. 갈대만이라는 가상 도시는 지금 이 순간에도 곳곳에 있다."
"넬동물의료센터-전북대, 고양이 희귀 간 증례 SCI급 국제학술지 게재",https://n.news.naver.com/mnews/article/421/0008817128?sid=101,"원발성 문맥 저형성증 연구 논문 JFMS 실려""임상 증상 없어도 간수치 높으면 CT로 확인""



러시안 블루 고양이(사진 클립아트코리아) ⓒ 뉴스1(서울=뉴스1) 최서윤 동물문화전문기자 = 넬동물의료센터(윤일용 대표원장)와 전북대학교 수의과대학(윤학영 교수) 공동 연구팀의 고양이 희귀 선천성 간 혈관 질환인 '원발성 문맥 저형성증(PVH)' 관련 연구 논문이 SCI급 국제 학술지인 'JFMS(Journal of Feline Medicine and Surgery) Open Reports' 최신호에 게재됐다고 밝혔다. 10일 안양 24시 넬동물의료센터에 따르면 이번 연구는 윤일용 대표원장과 조규민 과장(제1저자), 윤학영 전북대 교수(교신저자)가 참여했다. 진단이 까다로운 고양이 PVH 질환에 대한 조기 진단법과 임상적 예후를 명확히 제시했다는 평가를 받고 있다.이번 논문은 특별한 임상 증상 없이 6개월 이상 간수치(ALT, ALP 등)가 지속적으로 상승한 1세 러시안 블루 고양이 증례를 다뤘다. 일반적인 내과적 처치에도 수치가 호전되지 않았던 해당 환묘 CT 촬영을 통한 영상학적 정밀 평가를 진행했다. 첨단 CT 혈관 조영술을 통한 분석 결과 간으로 혈액을 공급하는 왼쪽 문맥 분지가 매우 왜곡돼 발달한 저형성 상태임이 확인됐다. 이로 인해 특정 간엽들이 정상보다 작은 위축 소견을 보였다. 의료진은 추가로 간 조직 생검을 실시해 문맥의 저형성과 담관 증식 등 조직병리학적 특징을 확인하며 PVH를 최종 확진했다.고양이의 PVH는 보고 사례가 매우 드문 희귀 질환이다. 대개 심각한 증상이 나타난 후에야 발견되는 경우가 많다. 그러나 이번 증례의 환자는 조기 진단과 적절한 내과적 관리를 통해 18개월의 추적 관찰 기간 합병증 없이 건강한 상태를 유지했다. 윤일용 내과 대표원장은 ""고양이는 질병이 상당히 진행될 때까지 증상을 숨기는 특성이 있어 정기 검진에서 발견된 작은 수치 이상도 간과해서는 안 된다""며 ""이번 사례는 수준 높은 영상 진단과 조직 신뢰도를 바탕으로 희귀 질환을 조기에 발견해 환자의 삶의 질을 높였다는 점에서 의미가 크다""고 설명했다.이어 ""임상 증상이 없더라도 간수치가 지속적으로 높다면 CT 등 정밀 검사가 필수적임을 확인했다""며 ""앞으로도 정밀 영상의 해부학적 이해를 바탕으로 난치성 혈관 질환의 조기 진단과 예후 개선에 앞장설 것""이라고 말했다. 한편 넬동물의료센터는 고양이 친화병원(Cat Friendly Clinic) 인증 기준에 부합하는 전문 진료 시설과 최첨단 장비를 운용하고 있다. 특히 설계 단계부터 고양이의 특성을 고려해 강아지와 동선이 완벽히 분리된 대기실과 진료실을 갖췄다. 고양이 전용 입원실 및 격리실, 고양이 친화적인 핸들링 시스템을 통해 환묘의 스트레스를 최소화하는 환경에서 진료를 하고 있다.[해피펫]



넬동물의료센터 윤일용 대표원장(왼쪽)과 조규민 과장(동물병원 제공) ⓒ 뉴스1"
"[포토S] 최예나, '사랑스러운 고양이'",https://m.entertain.naver.com/article/477/0000597125,
"박진영 ""김민주 첫인상? 시크한 고양이상...알고보니 해피 바이러스"" [R...",https://m.entertain.naver.com/article/213/0001377174,
고양이가 던진 질문… “인간만 정치적 주체인가”,https://n.news.naver.com/mnews/article/021/0002775953?sid=103,"■ ‘길냥이로 사회학하기’ 펴낸 권무순 작가야생-반려 사이 경계동물 생태인간과 사물이 사회 구성하는행위자-연결망 이론에 어울려통제대상 아닌 능동적 존재 파악모든 동물과 동등한 상호작용해낮은 위치 상대에 시선을 맞춰야



최근 서울 중구 문화일보에서 만난 권무순 작가는 신간 ‘길냥이로 사회학하기’에 대해 “보통 사회학은 기본적으로 인간과 그 집단을 연구하는 학문”이라며 “기존의 인간 중심 사회학을 해체하고 고양이를 포함한 비인간 구성원을 중심으로 한 새로운 정치사회학을 탐구하려고 했다”고 밝혔다.  윤성호 기자“고양이를 좋아하시나요?”권무순 작가에게 물을 수밖에 없는 질문이었다. 석사논문으로 ‘길고양이 개체수 관리 프로그램(TNR) 연결망에 관한 사회학적 분석’을 썼고, 최근 이를 바탕으로 ‘길냥이로 사회학하기’(오월의봄)라는 책을 출간한 신진 연구자. 누구보다 고양이에게 진심일 것만 같다. 최근 문화일보에서 만난 권 작가는 이렇게 답했다. “물론 좋아해요. 그런데 사실, 고양이만큼 ‘행위자-연결망 이론’을 잘 설명해주는 동물도 없다는 생각에 먼저 관심을 갖게 된 것도 사실입니다.”세계적 석학 브뤼노 라투르의 ‘행위자-연결망 이론’에 숨이 턱 막힌다면 우선은 고양이부터 살펴보자. 그의 연구는 길고양이를 있는 그대로 관찰하는 것에서 출발한다. 고양이는 더 이상 완전한 야생동물이 아니다. 야생과 반려동물 사이, 그 어딘가에 존재하는 ‘경계동물’에 가깝다. 권 작가는 “지금 사회에서 경계의 영역에 있는 개체가 훨씬 많지 않을까 생각한다”며 “그런데 이 경계에 있는 동물을 포착하기 위해서는 이전과는 다른 용어를 써야 한다”고 말했다. 흥미로운 발상은 이 도시의 경계동물을 ‘자유로운 노동자’에 비유하는 데까지 나아간다.이를테면 이런 식이다. 고양이는 자유로운 노동자다. 여기서 고양이는 사회가 발전하며 한 진영을 선택해야 한다. 집고양이가 될 것인가, 길고양이가 될 것인가. ‘고양이 마르크스’가 있었다면 이렇게 말했을 것이다. “이제 우리에겐 두 가지 자유뿐이다. 자유를 팔 자유와 굶주릴 자유!”



굶주릴 자유를 택한 길고양이 앞에는 또 다른 관문이 놓여 있다. 바로 중성화 후 방사하는 TNR이다. 인간은 길고양이의 번식과 영역 다툼을 줄이겠다며 이 제도를 도입했다. 하지만 권 작가는 TNR이 ‘과학적으로 불확실한 방법’이라는 결론에 도달했다. 제도를 지지하는 이들은 윤리가 아닌 과학의 이름으로 TNR을 설득하려 했지만, 역설적으로 그 불합리성 역시 과학적으로 반박되고 있기 때문이다. 마치 단순하고 부정확한 인구조사가 사회에 큰 도움이 되지 않듯, 부정확한 ‘묘구(고양이 인구)’ 집계에 의존하는 TNR은 완성된 진리가 아닌 ‘아직 만들어지지 않은 과학’일 뿐이다.인간의 통제와 제도가 빗나가는 이유, 권 작가는 그 해답을 고양이의 본질에서 찾는다. 고양이는 인간의 마음대로 통제되는 수동적인 대상이 아니다. 귀여운 길고양이에 대한 관찰은 여기서 사회학적 사유로 한 단계 도약한다. 권 작가는 고양이를 자신만의 고유한 속성과 행위성을 지닌 ‘비인간 행위자’로 규정한다. 인간과 비인간(사물, 동물 등)이 동등하게 상호작용하며 사회를 구성한다는 ‘행위자-연결망 이론’이 길고양이의 생태에 정확히 맞아떨어지는 것이다. “함께 살아가야 한다면 우리는 비인간 존재인 고양이도 ‘정치적 주체’가 될 수 있다는 사실을 인정해야 합니다. 라투르가 말한 ‘사물의 의회’처럼, 길고양이들과도 정치 공동체나 공론장을 형성할 수 있는 가능성을 열어두는 거죠.”행위자와 연결망의 관계 속에서 변화하는 것은 고양이만이 아니다. “때로는 과학자(인간)가 물질을 조작하는 것이 아니라 물질이 과학자를 원하는 대로 움직이게 한다”는 그의 말처럼, 그 또한 변했다. “길고양이와 시선을 맞추기 위해선 이들을 나보다 높은 곳에 두거나 내가 몸을 낮춰야 했다”고 말했다. 마주 보기 위해선 상대를 높이거나 내가 낮아져야 한다는 단순하지만 명징한 진리. 길 위의 작은 비인간 행위자들과 함께하며 권 작가는 이런 것들이 몸에 익었다."
"오에스피, 칠레 정부로부터 '인디고' 전 제품군 수출 승인 획득",https://n.news.naver.com/mnews/article/018/0006234157?sid=101,"[이데일리 신하연 기자] 프리미엄 펫푸드 전문기업 오에스피(368970)는 칠레 농축산청(SAG)으로부터 자사 브랜드 ‘인디고(INDIGO)’의 전 제품군에 대한 공식 수출 승인을 획득했다고 13일 밝혔다.



오에스피는 최근 칠레 SAG로부터 건식 사료(INDIGO Bionutrition), 고양이용 습식 캔(INDIGO Cat Can), 반려동물 전용 유산균(INDIGO Pet Origin Probiotics) 등 주요 제품 라인업에 대한 세 건의 공식 결의문을 수령했다. 이번 승인에 따라 미주지역 현지 파트너사와 함께 본격적인 현지 마케팅 및 유통망 확장에 나설 예정이다. 특히 이번 승인의 핵심은 오에스피의 제조 공정이 칠레 정부로부터 시설 승인 요건 면제(Excluye del requisito de habilitación)‘를 받았다는 점이다. 이는 SAG가 오에스피의 생산 공정 모노그래프를 정밀 분석한 결과, 제품 제조 과정에서 질병 유입 리스크를 완벽히 차단하고 있음을 공식적으로 인정한 결과다. 이로써 오에스피는 까다로운 현지 검역 절차를 간소화하고 보다 신속하게 제품을 공급할 수 있는 발판을 마련했다.상세 승인 내역을 살펴보면, 기능성 건식 사료인 ’인디고 바이오뉴트리션(INDIGO Bionutrition)‘ 8종(장 건강, 관절, 피부, 체중 조절, 저알러지 등)이 포함되어 개와 고양이를 아우르는 맞춤형 솔루션을 제공하게 됐다 . 또한, 고양이용 습식 캔 6종은 36개월이라는 안정적 유통기한을 승인 받아 원거리 해상 운송 및 현지 재고 관리에서 경쟁력을 확보했다. 전략 제품인 ’인디고 펫 오리진 유산균‘ 2종(개·고양이용)까지 승인 목록에 이름을 올리며 프리미엄 영양제 시장까지 공략 범위를 넓혔다.오에스피 관계자는 “칠레는 미주지역 국가 중에서도 위생 및 검역 기준이 매우 엄격한 국가로 통하는데 이번 SAG의 전폭적인 승인은 오에스피의 생산 설비와 품질 관리 시스템이 글로벌 최고 수준임을 입증한 것”이라며 “칠레를 거점으로 아르헨티나, 브라질 등 인접 미주지역 국가로의 브랜드 확장을 가속화할 계획”이라고 전했다."
